Age,Annual_Income,Total_Debt,FICO_Score,Education,Employment,Max_Loan_Amount,Loan_Default
35.0,26900.0,14304.691813595284,786,Bachelor,Self-Employed,34900.0,0
49.0,21200.0,1925.4412984688572,796,Bachelor,Employed,54200.0,0
64.0,20800.0,1895.5394307611457,667,Bachelor,Employed,44500.0,1
,44900.0,8851.356557923411,675,High School,Employed,85900.0,0
28.0,35900.0,1173.1986602816814,776,Master,Self-Employed,95100.0,0
38.0,25000.0,2736.8706097873505,665,Bachelor,Unemployed,52300.0,0
43.0,14300.0,8281.498698722407,608,High School,Employed,12900.0,0
42.0,38700.0,9942.431083715754,653,Bachelor,Self-Employed,66300.0,0
39.0,27400.0,10390.395786464855,789,Master,Employed,47400.0,0
44.0,32300.0,14072.036206099063,655,Bachelor,Employed,42100.0,1
66.0,43600.0,9599.710407308365,583,High School,Self-Employed,70000.0,1
30.0,8100.0,715.5235816351125,664,Bachelor,Employed,17300.0,0
50.0,14500.0,1797.254841129493,715,High School,Self-Employed,32100.0,0
51.0,144000.0,27066.223576564735,703,High School,Employed,290100.0,0
58.0,26800.0,10227.980199263788,705,High School,Retired,41200.0,0
52.0,,1911.746635627461,567,Bachelor,Employed,12200.0,0
18.0,,62.150044849168445,727,High School,Employed,38800.0,0
,161200.0,50623.94293972587,652,Master,Retired,254500.0,0
65.0,,13159.211236437928,578,High School,Employed,21700.0,1
23.0,72800.0,35471.5500488591,726,High School,Employed,95600.0,0
45.0,39100.0,19359.458769750945,604,Bachelor,Employed,42100.0,0
34.0,27100.0,12927.643366275692,492,High School,Employed,24600.0,1
22.0,57800.0,11226.985032169492,549,Bachelor,Employed,90200.0,0
48.0,8700.0,3994.311812197926,631,High School,Employed,10500.0,1
22.0,15300.0,1314.2212647067518,707,High School,Self-Employed,34900.0,0
55.0,27000.0,10655.001585870446,563,High School,Employed,32500.0,1
20.0,16200.0,6236.046468178145,625,Bachelor,Self-Employed,22000.0,0
40.0,25600.0,392.7521140183245,528,High School,Employed,47000.0,0
54.0,60600.0,28650.59405736627,748,Bachelor,Employed,84300.0,0
54.0,39300.0,21298.59031814318,821,Bachelor,Employed,52200.0,0
27.0,,12948.247783619452,810,Bachelor,Employed,193700.0,0
27.0,40800.0,19887.32492807697,746,Bachelor,Employed,55100.0,0
36.0,65900.0,3258.332127421432,736,Bachelor,Employed,162700.0,0
34.0,34900.0,12563.32695198672,442,Master,Employed,34800.0,1
38.0,25500.0,7430.3970396144405,667,High School,Employed,42500.0,0
31.0,88300.0,28923.028794710823,600,High School,Employed,125700.0,1
26.0,23700.0,13170.637970795387,738,High School,Employed,27400.0,0
63.0,44600.0,23316.396016325798,396,High School,,29700.0,1
18.0,57600.0,27132.491194206003,669,High School,Employed,71900.0,0
68.0,60200.0,9885.98829134276,628,Bachelor,Employed,111500.0,0
62.0,18000.0,9847.64118980979,761,Bachelor,Employed,21900.0,0
30.0,68300.0,3995.8652371696076,804,PhD,Employed,182500.0,0
21.0,20200.0,10342.350104692508,557,High School,Employed,19400.0,1
18.0,59100.0,11636.55616565893,561,High School,Retired,94000.0,1
66.0,50100.0,1616.3956885592202,673,PhD,Self-Employed,115200.0,0
57.0,59300.0,23815.721499285824,823,Master,Self-Employed,103100.0,0
49.0,17600.0,2442.3160430164894,656,Bachelor,Unemployed,35100.0,1
51.0,51700.0,7555.576324320882,522,Bachelor,Employed,81300.0,1
45.0,69700.0,12798.892491687224,589,Master,Employed,118300.0,1
48.0,40800.0,1559.0031084616094,670,Bachelor,Self-Employed,92800.0,0
25.0,22200.0,2359.3335607207437,674,High School,Employed,47200.0,1
56.0,63100.0,194.58630038931304,579,Master,Employed,128500.0,1
43.0,38900.0,10395.858222609064,587,Bachelor,Self-Employed,59100.0,0
51.0,13300.0,672.3579117954108,551,High School,Self-Employed,24600.0,1
20.0,21200.0,8683.341136162211,764,Bachelor,Employed,33800.0,0
67.0,26500.0,3746.4033339472094,566,Bachelor,,45500.0,1
29.0,89600.0,50726.54598333112,603,Master,Self-Employed,82700.0,0
18.0,80700.0,42186.003798642756,600,High School,Unemployed,81600.0,1
61.0,,13979.995226964456,489,Master,Self-Employed,114800.0,1
22.0,41700.0,19596.0506755101,563,Bachelor,Retired,43900.0,1
47.0,62800.0,30266.268007769897,772,Bachelor,Employed,88600.0,0
47.0,18300.0,10832.462992976227,529,High School,Employed,13900.0,1
34.0,36500.0,13092.6957119205,553,Bachelor,Employed,45700.0,1
65.0,47600.0,2340.941381422992,516,Master,Employed,82400.0,1
64.0,19100.0,7412.754643496325,640,High School,Retired,26400.0,0
40.0,41200.0,15449.49937985559,838,High School,Retired,76200.0,0
32.0,99900.0,38262.73361058068,636,Bachelor,Employed,138400.0,1
54.0,50800.0,9361.799354216368,656,Bachelor,Employed,95900.0,0
38.0,63000.0,32495.888316036584,570,High School,,61400.0,1
31.0,8300.0,4778.171471117951,643,Bachelor,Unemployed,8000.0,1
19.0,92500.0,12083.04447028741,772,Bachelor,Employed,219100.0,0
28.0,32500.0,1718.9670836645669,664,High School,Employed,72100.0,1
68.0,22900.0,2672.911355734971,850,Bachelor,,60700.0,0
,32700.0,16099.232972197202,775,High School,Employed,45400.0,0
55.0,14900.0,6049.203035289436,641,Bachelor,Retired,20000.0,0
51.0,68100.0,25988.894407976713,639,Bachelor,Employed,95000.0,0
55.0,29700.0,7159.953667649945,813,Bachelor,Employed,64700.0,0
67.0,23300.0,8078.0350417298705,663,High School,Employed,35600.0,1
51.0,32800.0,6058.962785399551,790,High School,Employed,74600.0,0
35.0,71000.0,20328.72338320515,850,Master,Self-Employed,152000.0,1
47.0,39300.0,18700.426208980065,629,Bachelor,Employed,45700.0,0
32.0,15600.0,9184.421352183124,685,Bachelor,Employed,15500.0,0
44.0,48000.0,26855.680999386295,748,Bachelor,Unemployed,55800.0,0
68.0,20800.0,11654.646966721184,726,Bachelor,Employed,23400.0,0
51.0,10000.0,2413.3424090826743,726,High School,Self-Employed,19400.0,0
69.0,89100.0,25061.50701189304,516,High School,,116600.0,0
55.0,47800.0,20237.62316786239,565,High School,,55000.0,1
50.0,34600.0,19144.70442634466,600,Bachelor,Self-Employed,32700.0,1
41.0,29500.0,2513.2983905318983,771,High School,Unemployed,73400.0,0
32.0,84000.0,15333.789936890666,526,High School,Employed,127500.0,1
47.0,231500.0,19341.38671412181,802,Bachelor,Employed,500000.0,0
59.0,47500.0,17442.243103844477,727,High School,Employed,77100.0,0
68.0,19600.0,3602.0997233974413,765,Bachelor,,43200.0,0
34.0,33100.0,6476.501950899709,557,High School,Employed,52300.0,1
22.0,47000.0,1999.8300575610144,657,High School,Self-Employed,104300.0,0
46.0,8900.0,1867.9109700525407,679,Bachelor,Employed,16900.0,0
21.0,44400.0,22976.906957178235,675,High School,Employed,51000.0,0
27.0,47200.0,6600.622032748445,679,Master,Employed,97300.0,1
34.0,80500.0,33577.55461794617,622,Bachelor,Employed,103000.0,1
27.0,75600.0,28559.941726414563,663,High School,Self-Employed,110100.0,0
34.0,,20101.921682833006,753,High School,Employed,49700.0,0
37.0,90100.0,7151.486450015126,533,Bachelor,,156000.0,1
41.0,123200.0,72263.44986870559,804,High School,Retired,144500.0,0
22.0,36900.0,12899.398223333694,748,High School,Employed,63400.0,0
51.0,46700.0,27893.185748757736,553,Bachelor,Employed,36700.0,1
23.0,12600.0,6891.051327545832,688,Master,,13900.0,0
19.0,15200.0,2020.2375216715245,740,Bachelor,Retired,34400.0,0
30.0,22000.0,741.338530723733,526,Bachelor,Retired,39500.0,0
60.0,27800.0,4264.06008450663,654,Master,Employed,54300.0,0
,18800.0,5950.917960713456,642,High School,Employed,29100.0,0
65.0,35500.0,3655.002618488547,585,Master,Retired,65800.0,0
28.0,28300.0,2843.4664619154446,659,Bachelor,Employed,59200.0,0
68.0,69000.0,19151.372850153337,589,High School,Employed,103600.0,1
64.0,27300.0,544.929367754091,787,PhD,Unemployed,74300.0,0
40.0,9200.0,672.822215578133,587,High School,Employed,17700.0,1
33.0,39200.0,9781.058702874927,729,High School,,75700.0,1
48.0,36000.0,1363.6060388920755,484,Bachelor,Unemployed,59200.0,1
28.0,21700.0,5165.750835050992,633,Bachelor,,36900.0,1
33.0,38400.0,10921.104367452175,651,High School,Employed,63100.0,1
25.0,19100.0,5171.515397277891,630,High School,Employed,31000.0,1
21.0,44300.0,23102.667709774058,610,Bachelor,Employed,45600.0,1
57.0,176300.0,56070.006495372254,583,Bachelor,Employed,247400.0,0
21.0,12300.0,3453.69581308796,725,Bachelor,Employed,22600.0,0
42.0,26600.0,6554.919556450992,749,PhD,Self-Employed,53000.0,0
20.0,24200.0,11871.891452981139,641,High School,Unemployed,27900.0,0
49.0,28000.0,15036.950947197196,540,High School,Employed,24700.0,1
20.0,67000.0,34300.34726172412,829,Bachelor,Self-Employed,95700.0,0
44.0,50300.0,20327.635728005378,562,Bachelor,Self-Employed,59500.0,0
46.0,,4977.9896739047535,504,High School,,98600.0,1
49.0,37000.0,6146.513322722672,448,High School,Employed,48800.0,1
67.0,16400.0,453.260546630658,659,Master,,37100.0,0
68.0,18600.0,10387.996676889672,628,PhD,Employed,18200.0,0
36.0,56800.0,22520.013891866223,753,Bachelor,Employed,91100.0,0
38.0,40200.0,18002.272769635383,711,High School,Employed,55700.0,0
22.0,77400.0,14469.391586198713,679,PhD,Self-Employed,150800.0,0
35.0,43300.0,21970.078508765357,622,Master,Employed,46800.0,1
45.0,17900.0,2788.1392670290593,760,Bachelor,Employed,40500.0,0
59.0,26600.0,26.234363514696955,836,Master,,78400.0,0
39.0,51000.0,11518.297853133236,750,Master,Unemployed,104500.0,0
38.0,55600.0,19040.603004794688,603,Master,Self-Employed,77800.0,0
23.0,60700.0,17434.430927104328,728,Master,Employed,111200.0,0
18.0,19400.0,10034.566299591588,609,Bachelor,Employed,20100.0,0
22.0,17700.0,1119.404136854493,539,Bachelor,Self-Employed,31500.0,1
58.0,32400.0,10766.327685919625,560,Bachelor,Employed,42800.0,1
29.0,86200.0,26531.29197273733,614,Bachelor,Self-Employed,129300.0,0
43.0,23900.0,4035.1753643488178,660,Bachelor,Employed,46300.0,0
63.0,47700.0,23532.16858195404,850,PhD,Retired,72500.0,0
51.0,47700.0,21546.528531348744,561,Bachelor,Employed,51800.0,0
66.0,57300.0,25195.698860468347,782,Bachelor,,88600.0,0
31.0,98600.0,51835.547014426935,618,Bachelor,Unemployed,102000.0,1
43.0,92700.0,40201.27948656901,448,Bachelor,Employed,83000.0,1
62.0,25400.0,3533.261285732431,599,Bachelor,Employed,46200.0,0
44.0,10300.0,4360.377557995091,767,High School,,16100.0,0
,24200.0,4467.844850420533,684,Bachelor,Employed,47600.0,0
43.0,38000.0,5521.582027922329,690,High School,Employed,79100.0,0
64.0,29200.0,1279.0229476014708,782,High School,Employed,77100.0,0
39.0,118300.0,52811.14863307809,546,Bachelor,Employed,126200.0,1
64.0,36700.0,15656.241182134841,544,High School,Employed,40400.0,1
47.0,53800.0,7569.643139319745,423,High School,Self-Employed,69000.0,1
60.0,,18614.574775428035,737,High School,,59300.0,0
65.0,29500.0,16245.783630755888,706,High School,Employed,33000.0,0
34.0,11400.0,738.9180692424021,722,Bachelor,Employed,27200.0,0
43.0,34600.0,4829.536612909447,531,Bachelor,Retired,55800.0,1
53.0,256000.0,115240.05797181165,489,Master,Retired,242900.0,1
18.0,17200.0,2832.908870593047,518,High School,Employed,26300.0,1
25.0,12200.0,4572.540291756807,557,High School,Unemployed,15000.0,1
66.0,116100.0,5653.899876142354,805,High School,Self-Employed,313800.0,0
52.0,56700.0,15383.928339102386,750,Bachelor,Employed,109400.0,0
69.0,,18004.267039748334,604,Bachelor,Employed,48200.0,1
32.0,82300.0,33900.05850747581,679,Master,Employed,116000.0,0
64.0,22100.0,10807.856054961198,582,Bachelor,Unemployed,23200.0,1
39.0,34100.0,17952.67051030083,686,Bachelor,Self-Employed,39100.0,0
31.0,64400.0,29875.810488638417,536,Bachelor,Self-Employed,65300.0,1
43.0,128800.0,51900.3007743202,725,Master,Employed,196800.0,0
45.0,18000.0,342.60291161313637,565,High School,Self-Employed,35200.0,0
40.0,78300.0,25132.73431677568,730,High School,Self-Employed,137000.0,0
31.0,45700.0,1033.6716171652636,607,Bachelor,Unemployed,95700.0,1
41.0,40000.0,19393.62761078454,570,Bachelor,Employed,41500.0,0
19.0,36100.0,6946.893199802681,811,PhD,,83400.0,0
62.0,15800.0,5331.830466637891,667,Bachelor,Employed,24600.0,0
43.0,64700.0,10848.0668301198,617,High School,Self-Employed,117300.0,1
31.0,22700.0,10657.651966459598,725,PhD,Self-Employed,30800.0,0
68.0,19000.0,10106.128803717687,516,Master,,16200.0,1
24.0,61800.0,14781.663685420412,760,High School,Self-Employed,126100.0,0
20.0,58300.0,30185.025325014394,636,Master,Employed,63100.0,0
64.0,38100.0,6105.334670451759,710,High School,,80200.0,0
40.0,69400.0,22263.28083686481,495,High School,Employed,82400.0,1
63.0,85400.0,44002.93566493519,611,Master,Self-Employed,89300.0,0
60.0,79600.0,15564.092923330149,650,Bachelor,Retired,146900.0,1
64.0,26500.0,15169.272014741564,753,High School,Employed,30100.0,0
62.0,66700.0,4877.617661290972,718,High School,Employed,156700.0,0
35.0,41200.0,451.75972356507407,610,Bachelor,Employed,87700.0,0
55.0,102300.0,55495.82794124934,681,High School,,112500.0,0
,33700.0,1388.0760295099767,775,Bachelor,Employed,88400.0,0
68.0,29300.0,17437.412064756903,630,Bachelor,Self-Employed,26400.0,1
32.0,25100.0,14328.036741405338,619,High School,Retired,23500.0,1
42.0,40700.0,3346.0506230869505,461,Bachelor,Unemployed,60800.0,1
54.0,48100.0,15514.69229748745,622,Master,Employed,71500.0,1
45.0,48600.0,5392.275874141928,476,Bachelor,Self-Employed,72600.0,1
27.0,44800.0,11508.81105104962,638,High School,,75000.0,0
56.0,54300.0,2001.2307112853484,748,High School,Employed,138100.0,0
34.0,,4272.481135158928,438,Bachelor,Employed,42600.0,1
56.0,21500.0,4686.219073545803,773,Master,Employed,45900.0,0
39.0,20400.0,5369.045403011711,616,High School,Unemployed,32700.0,1
43.0,65200.0,38239.653621131896,647,High School,Employed,61600.0,0
,48200.0,23363.474473180737,599,Bachelor,Self-Employed,52500.0,0
42.0,11900.0,5265.107002387295,478,Bachelor,Employed,11200.0,1
34.0,70100.0,22587.957698047434,571,High School,Retired,95800.0,0
30.0,112200.0,56548.64924388439,850,Master,Employed,167000.0,0
37.0,23600.0,4804.811352884869,540,High School,Self-Employed,35800.0,1
42.0,44400.0,18885.07236428114,491,Bachelor,,44200.0,1
21.0,27300.0,16278.181516694458,664,Bachelor,,25800.0,0
27.0,52900.0,9986.32156960321,641,Bachelor,Self-Employed,97100.0,1
20.0,18000.0,7279.389376746847,617,High School,Retired,23300.0,0
58.0,34800.0,17629.294363501744,651,Bachelor,Employed,39500.0,0
62.0,65400.0,35936.289570680376,714,High School,Employed,74200.0,0
35.0,76200.0,32823.88262978145,591,High School,,90500.0,1
64.0,46900.0,7980.726964958214,669,Bachelor,Employed,91900.0,0
53.0,29600.0,5794.771011864489,752,Bachelor,Employed,63200.0,0
64.0,14000.0,174.36746984129937,550,High School,Self-Employed,26800.0,1
39.0,23100.0,10545.879650527124,417,High School,Retired,18500.0,1
51.0,27400.0,702.6391236584806,717,Master,Employed,67600.0,0
64.0,23900.0,12399.114765003373,850,Master,Employed,34500.0,0
25.0,37600.0,2676.983462545595,649,High School,Employed,80000.0,1
57.0,29600.0,3052.5268555340144,670,Bachelor,Employed,62800.0,0
66.0,40300.0,11522.410064723497,620,Bachelor,,63000.0,0
61.0,74700.0,33071.80020786303,808,Bachelor,Employed,118700.0,0
36.0,28500.0,2376.937708904228,642,Master,Employed,59200.0,0
59.0,15800.0,4171.873791630405,631,High School,Employed,25900.0,0
58.0,23800.0,6895.1161985762965,741,Bachelor,,44200.0,0
54.0,51500.0,6559.626327559471,601,Bachelor,Employed,95300.0,1
23.0,54500.0,3778.758917456658,521,Bachelor,Employed,93300.0,1
69.0,46300.0,23235.773240541064,738,Bachelor,Unemployed,60100.0,1
43.0,79300.0,23907.315615712385,590,Master,Self-Employed,115300.0,0
51.0,32500.0,280.43410169098297,552,High School,Unemployed,62800.0,1
62.0,124400.0,59934.52432971151,850,High School,Employed,193400.0,0
23.0,59300.0,34896.64359665093,632,High School,Employed,54400.0,0
54.0,8000.0,2908.445737988387,699,PhD,Employed,12600.0,0
50.0,107000.0,32338.07845079734,652,Bachelor,Employed,171800.0,1
,22900.0,12069.433958237772,561,Bachelor,Self-Employed,21400.0,1
38.0,19500.0,11144.446439309802,718,High School,Employed,21200.0,0
23.0,49700.0,22500.29083221137,681,Master,,65400.0,0
23.0,12800.0,3421.078500359331,584,Master,Employed,19300.0,0
,23900.0,8492.454866412856,693,Bachelor,Employed,37700.0,0
21.0,,38859.85663659788,598,High School,Retired,113000.0,0
47.0,50700.0,5909.802029874799,539,High School,,85200.0,1
28.0,59100.0,15857.748602394891,529,Bachelor,Self-Employed,80700.0,1
47.0,24500.0,12198.372591344089,677,Bachelor,Employed,29400.0,0
48.0,14400.0,5656.827011026548,611,High School,Retired,18900.0,0
41.0,55500.0,13693.09543815474,800,Bachelor,,118000.0,0
26.0,63500.0,25274.11254595936,645,High School,,87000.0,0
20.0,61800.0,4383.687039646812,571,Bachelor,Employed,115700.0,1
68.0,41200.0,9925.020933163742,665,Bachelor,Self-Employed,73400.0,0
48.0,20300.0,9660.305592390027,520,High School,Employed,19500.0,1
57.0,156800.0,20745.466693815844,641,Bachelor,Employed,307800.0,0
54.0,48400.0,5400.32217946741,681,High School,Unemployed,103400.0,1
53.0,32700.0,18655.062107560385,669,High School,Retired,33200.0,0
41.0,32800.0,4130.78535025702,780,Master,,78900.0,0
48.0,39700.0,6215.080567267004,850,High School,Unemployed,100500.0,0
23.0,69000.0,40142.09987063959,717,High School,Employed,73000.0,0
19.0,40700.0,17941.583285871926,767,High School,,61600.0,0
37.0,60800.0,25521.28152469831,850,High School,Self-Employed,105800.0,0
45.0,39800.0,20367.8820464474,549,High School,Employed,37700.0,0
,33900.0,2355.841492696395,663,High School,Unemployed,73800.0,0
21.0,53400.0,22618.83782002343,602,Bachelor,Unemployed,65400.0,1
32.0,52200.0,15775.527244160443,734,High School,Employed,94400.0,0
23.0,32800.0,16317.684600791872,677,Bachelor,Self-Employed,39400.0,0
66.0,23200.0,7073.332723819505,568,High School,Employed,32300.0,0
47.0,44600.0,16597.658640236088,651,High School,Unemployed,64300.0,0
55.0,,10921.18500949339,754,High School,Self-Employed,72300.0,0
68.0,26000.0,7459.279207471169,519,Master,Employed,34000.0,1
19.0,21900.0,10091.125511732467,570,Bachelor,Self-Employed,23800.0,0
,46500.0,17537.0025780592,555,Bachelor,Employed,56700.0,1
28.0,50500.0,19187.875008765135,682,High School,Employed,75400.0,0
25.0,29300.0,7915.966065758223,774,Master,Employed,58400.0,0
43.0,25600.0,8157.841863744423,449,High School,Employed,27600.0,1
68.0,22100.0,9888.216253875478,659,High School,Self-Employed,28400.0,0
62.0,45700.0,22647.3000020488,557,Bachelor,Employed,45300.0,0
61.0,22400.0,9361.78524481598,750,High School,Employed,34500.0,0
22.0,139300.0,77234.0204077222,626,PhD,Self-Employed,137100.0,0
23.0,28400.0,13978.322462028304,663,High School,Employed,33700.0,0
43.0,8500.0,2865.505328028544,649,PhD,Employed,12900.0,0
21.0,35700.0,14381.518076028842,762,Bachelor,Employed,57300.0,0
,34800.0,19341.31682211457,850,Bachelor,Self-Employed,46400.0,0
37.0,70800.0,26302.258519445117,536,High School,Employed,84200.0,1
50.0,,21378.99609163721,554,High School,Employed,42700.0,1
37.0,22000.0,9092.29864738783,682,Master,Employed,31100.0,0
66.0,30600.0,10133.551589070166,568,High School,Unemployed,41000.0,1
29.0,44200.0,6413.548942415165,743,Bachelor,Employed,99100.0,0
64.0,9900.0,2530.425265642463,759,PhD,Retired,19700.0,0
18.0,81100.0,47090.3658564086,595,High School,Self-Employed,71400.0,1
43.0,22100.0,8721.968982194676,573,Bachelor,Unemployed,27100.0,1
31.0,85000.0,28784.16439728847,622,Bachelor,Employed,123400.0,0
55.0,46000.0,25749.602864579076,660,High School,Employed,47200.0,0
54.0,53000.0,18651.07463699087,681,High School,Retired,82600.0,0
28.0,72400.0,22853.024600051984,424,Bachelor,Employed,74100.0,1
53.0,51200.0,23326.029470214304,553,High School,Employed,54400.0,0
30.0,54400.0,23261.40580372081,609,Bachelor,Employed,66900.0,1
60.0,32900.0,3812.978565982462,570,High School,Retired,58500.0,1
20.0,45400.0,12838.43739939906,363,PhD,Self-Employed,41700.0,1
50.0,25500.0,7229.486275139653,461,High School,Employed,29700.0,1
23.0,29600.0,6717.267390721803,519,Bachelor,Self-Employed,41900.0,1
67.0,118000.0,36624.37853637952,638,Bachelor,Employed,183200.0,0
27.0,22400.0,5552.163425452818,606,High School,Self-Employed,36000.0,1
22.0,39800.0,4760.370288571853,586,High School,Employed,72500.0,0
40.0,38900.0,9624.633812991056,729,Bachelor,Unemployed,75300.0,0
27.0,30100.0,1305.3216731715693,729,Master,Employed,74100.0,1
61.0,49400.0,17066.29297263356,664,High School,Employed,75800.0,0
19.0,51700.0,26480.364108153288,662,Bachelor,Employed,58900.0,0
30.0,20800.0,9051.58281274485,564,High School,Employed,23400.0,1
57.0,38600.0,8346.725967653216,576,High School,Self-Employed,61500.0,1
19.0,19000.0,992.6117435813134,479,Bachelor,Employed,30400.0,1
37.0,58300.0,7071.18598489997,624,Master,Employed,112800.0,0
18.0,40400.0,13222.685853594818,728,High School,Employed,69800.0,0
54.0,38200.0,4745.748351139113,785,PhD,Employed,92700.0,0
26.0,53900.0,17592.090418955846,625,High School,Employed,80100.0,0
34.0,30800.0,4279.949977636852,699,Bachelor,,65400.0,1
26.0,62800.0,31987.45140185842,364,Bachelor,Employed,39600.0,1
28.0,20600.0,4910.275404308082,606,Bachelor,Employed,33600.0,0
32.0,84700.0,12478.882810499035,604,Bachelor,Employed,154000.0,1
41.0,26100.0,12721.027982668984,799,High School,Retired,37700.0,0
55.0,13100.0,2694.7142633708427,689,Bachelor,Self-Employed,25300.0,0
52.0,29800.0,1993.3998585574209,699,Bachelor,Employed,68600.0,0
47.0,27900.0,9548.654886096961,694,High School,Self-Employed,45000.0,1
48.0,29700.0,10363.47412308496,654,Master,Unemployed,44600.0,1
,41700.0,17881.68579439807,803,High School,,67500.0,0
22.0,70200.0,10118.0425267372,419,Bachelor,,88900.0,1
61.0,32400.0,8626.914831953243,664,High School,Employed,55700.0,0
67.0,24000.0,4066.0980342142498,762,High School,Unemployed,53600.0,0
31.0,18500.0,898.5864708841382,460,High School,Employed,28600.0,1
28.0,27400.0,14411.53131614126,733,Bachelor,Employed,33600.0,0
26.0,,5116.666027508155,573,Bachelor,Employed,13300.0,1
51.0,23500.0,4250.62913836909,660,High School,Retired,44800.0,0
29.0,76600.0,27547.18275239649,571,High School,,98900.0,1
52.0,22200.0,2680.833657951173,745,High School,Employed,51300.0,0
52.0,53000.0,28309.52457310551,621,Bachelor,Employed,54100.0,0
18.0,17400.0,1199.6222246983436,734,Bachelor,Employed,42000.0,1
57.0,105100.0,241.97039572192466,693,High School,Employed,256500.0,0
39.0,109400.0,32951.818099599914,570,High School,Employed,153800.0,0
46.0,51800.0,18123.612752915178,700,Bachelor,Employed,83200.0,0
25.0,119900.0,41650.76514208017,583,High School,Unemployed,161000.0,1
28.0,45000.0,1471.8220408213097,656,High School,Self-Employed,100800.0,1
58.0,57600.0,10853.353967101026,619,High School,Employed,102100.0,1
54.0,77400.0,23182.799091311448,739,Bachelor,Employed,141400.0,0
31.0,40500.0,5262.874210741953,704,Bachelor,Retired,87600.0,0
47.0,14300.0,7487.13009746899,646,Bachelor,Self-Employed,15500.0,0
52.0,58300.0,3047.082945360962,581,High School,Self-Employed,113300.0,1
38.0,27400.0,8012.600221088385,523,Bachelor,Retired,35800.0,1
54.0,28600.0,11864.699546925689,663,High School,Self-Employed,39200.0,0
22.0,43400.0,6815.998647501922,586,Master,Employed,75700.0,0
36.0,51000.0,19101.766552124052,462,Bachelor,Employed,52000.0,1
31.0,39700.0,19755.954276391363,516,Bachelor,Retired,36300.0,1
43.0,53200.0,6075.556245033918,812,High School,Employed,135100.0,0
21.0,23800.0,13097.91005125904,584,High School,Employed,22100.0,0
42.0,35400.0,11757.583233748483,758,Bachelor,Employed,63300.0,0
62.0,60400.0,10844.167835870434,614,Bachelor,Self-Employed,107400.0,0
59.0,105200.0,27195.774342128923,773,High School,Retired,212800.0,0
42.0,130100.0,24369.698448365445,766,PhD,Employed,285800.0,0
35.0,47100.0,20491.64137971551,567,PhD,Employed,53200.0,1
57.0,60100.0,28714.601922749665,451,Bachelor,Unemployed,50000.0,1
25.0,119200.0,59571.68229863063,459,PhD,Employed,96600.0,1
56.0,24300.0,14372.501078960106,569,High School,Employed,19900.0,0
57.0,53000.0,25162.840501394534,838,High School,Retired,82300.0,0
31.0,57600.0,20783.83348299675,608,High School,Employed,79000.0,0
,86600.0,17625.886704437085,664,Bachelor,Employed,161600.0,0
68.0,18400.0,6012.333753766673,780,High School,Self-Employed,34100.0,0
55.0,20700.0,510.06670605683536,661,PhD,Employed,47100.0,0
50.0,36800.0,16445.73766770048,657,High School,Retired,47200.0,1
40.0,45600.0,12201.343713719903,712,High School,Employed,83900.0,0
32.0,71200.0,855.3923741590551,678,Master,Employed,168300.0,0
50.0,49500.0,1856.4561628592007,640,High School,Employed,107600.0,0
42.0,33200.0,7718.331959329392,577,High School,Employed,51900.0,1
34.0,46600.0,16312.465671755444,657,Bachelor,Unemployed,70200.0,0
50.0,43500.0,12115.723067650506,759,High School,Self-Employed,84100.0,0
,103500.0,38452.58810384281,828,High School,Retired,190100.0,0
19.0,40100.0,11555.87986652002,679,High School,Employed,68400.0,1
31.0,28900.0,11473.944680646553,725,Bachelor,Self-Employed,44600.0,0
57.0,47600.0,6258.240406998072,676,PhD,Employed,98600.0,0
57.0,40900.0,2769.171813486069,641,Master,,86300.0,0
68.0,14100.0,5045.831256133083,701,High School,,22400.0,0
56.0,36000.0,10469.29356582424,768,High School,Employed,69200.0,0
68.0,34200.0,551.3242610020723,561,Bachelor,Employed,66600.0,1
23.0,26200.0,5981.175239950524,504,PhD,,36000.0,0
23.0,67600.0,4304.453747514777,596,High School,Employed,133100.0,1
20.0,22700.0,7237.080048471708,671,High School,Retired,36600.0,0
24.0,47700.0,11327.157191881528,736,Bachelor,Employed,94500.0,0
68.0,33200.0,12213.986069172115,551,PhD,Employed,40800.0,1
25.0,38700.0,18706.083519844935,401,High School,Employed,28300.0,1
59.0,46500.0,8360.756279177594,599,High School,Self-Employed,80600.0,0
69.0,16600.0,9582.536957483673,630,High School,Employed,15600.0,0
32.0,40700.0,13080.194504348568,533,High School,Employed,52000.0,1
64.0,143400.0,53197.74032486196,574,Bachelor,Employed,182700.0,0
46.0,14300.0,5840.168962276824,736,Bachelor,Self-Employed,22000.0,0
50.0,35100.0,14041.366018800842,657,Bachelor,Employed,48800.0,0
69.0,71200.0,21828.670142885054,684,High School,,119200.0,0
47.0,43500.0,11190.747998093238,614,High School,Employed,70000.0,1
56.0,54900.0,1771.5779000028283,574,High School,,107600.0,1
44.0,8700.0,115.28811247215825,613,High School,Employed,18600.0,1
53.0,52000.0,11168.389269422256,699,Bachelor,Employed,100700.0,0
46.0,23000.0,4604.520290744958,500,High School,Employed,32500.0,1
55.0,43700.0,10165.366959878756,815,High School,Employed,96500.0,0
50.0,35700.0,2963.84686302503,707,High School,Self-Employed,81700.0,0
54.0,142500.0,63113.38713090013,596,Bachelor,Employed,167000.0,1
44.0,50400.0,25914.603902833467,731,Bachelor,Employed,63200.0,0
